Route ID,Route Name,Bus ID,Bus Name,Stop ID,Stop Name,Seconds after midnight,Time
48,Intercampus (I),29732,29732,242,Ward Building,43365,2016-08-22 12:02:45.522077
48,Intercampus (I),29728,29728,294,Emerson/Maple,43376,2016-08-22 12:02:56.107142
48,Intercampus (I),29728,29728,183,Sherman/Emerson,43537,2016-08-22 12:05:37.686717
48,Intercampus (I),29728,29728,309,Sherman/Foster,43568,2016-08-22 12:06:08.399940
48,Intercampus (I),29728,29728,316,Sherman/Gaffield,43659,2016-08-22 12:07:39.507583
48,Intercampus (I),29726,29726,313,Chicago/Kedzie,43720,2016-08-22 12:08:40.493841
48,Intercampus (I),29728,29728,161,Sheridan/Noyes,43771,2016-08-22 12:09:31.405817
48,Intercampus (I),29726,29726,314,Chicago/Lee,43842,2016-08-22 12:10:42.455029
48,Intercampus (I),29728,29728,160,Sheridan/Foster,43893,2016-08-22 12:11:33.327016
48,Intercampus (I),29728,29728,159,Chicago/Sheridan,43974,2016-08-22 12:12:54.348314
48,Intercampus (I),29726,29726,157,Chicago/Davis,44125,2016-08-22 12:15:25.848699
48,Intercampus (I),29728,29728,308,Chicago/Grove,44186,2016-08-22 12:16:26.812156
48,Intercampus (I),29728,29728,239,Chicago/Greenleaf,44338,2016-08-22 12:18:58.290536
48,Intercampus (I),29726,29726,152,Weber Arch,44399,2016-08-22 12:19:59.301905
48,Intercampus (I),29728,29728,240,Chicago/Main,44430,2016-08-22 12:20:30.092324
48,Intercampus (I),29726,29726,153,Jacobs Center,44470,2016-08-22 12:21:10.869015
48,Intercampus (I),29726,29726,154,Tech Institute,44511,2016-08-22 12:21:51.649756
48,Intercampus (I),29726,29726,155,Patten Gym,44552,2016-08-22 12:22:32.551519
48,Intercampus (I),29726,29726,282,Central L Station (westbound),44694,2016-08-22 12:24:54.001035
48,Intercampus (I),29726,29726,252,Central/Jackson (westbound),44765,2016-08-22 12:26:05.058056
48,Intercampus (I),29732,29732,301,Sheridan/Loyola (northbound),44805,2016-08-22 12:26:45.886403
48,Intercampus (I),29726,29726,253,Ryan Field,44816,2016-08-22 12:26:56.626972
48,Intercampus (I),29725,29725,226,Central/Jackson (eastbound),45189,2016-08-22 12:33:09.589575
48,Intercampus (I),29728,29728,241,Sheridan/Loyola (southbound),45250,2016-08-22 12:34:10.517598
48,Intercampus (I),29725,29725,300,Central L Station (eastbound),45261,2016-08-22 12:34:21.121920
48,Intercampus (I),29726,29726,226,Central/Jackson (eastbound),45271,2016-08-22 12:34:31.747059
48,Intercampus (I),29726,29726,300,Central L Station (eastbound),45312,2016-08-22 12:35:12.574303
48,Intercampus (I),29732,29732,313,Chicago/Kedzie,45333,2016-08-22 12:35:33.233471
48,Intercampus (I),29732,29732,314,Chicago/Lee,45414,2016-08-22 12:36:54.286476
48,Intercampus (I),29725,29725,307,Noyes L Station,45434,2016-08-22 12:37:14.943300
48,Intercampus (I),29725,29725,306,Ridge/Civic Center,45516,2016-08-22 12:38:36.053606
48,Intercampus (I),29726,29726,316,Sherman/Gaffield,45536,2016-08-22 12:38:56.744228
48,Intercampus (I),29725,29725,294,Emerson/Maple,45607,2016-08-22 12:40:07.812418
48,Intercampus (I),29732,29732,157,Chicago/Davis,45638,2016-08-22 12:40:38.568505
48,Intercampus (I),29732,29732,152,Weber Arch,45800,2016-08-22 12:43:20.106011
48,Intercampus (I),29725,29725,309,Sherman/Foster,45810,2016-08-22 12:43:30.719043
48,Intercampus (I),29732,29732,153,Jacobs Center,45821,2016-08-22 12:43:41.322149
48,Intercampus (I),29726,29726,308,Chicago/Grove,45852,2016-08-22 12:44:12.054060
48,Intercampus (I),29725,29725,316,Sherman/Gaffield,45862,2016-08-22 12:44:22.670535
48,Intercampus (I),29732,29732,154,Tech Institute,45923,2016-08-22 12:45:23.620159
48,Intercampus (I),29725,29725,161,Sheridan/Noyes,45954,2016-08-22 12:45:54.361770
48,Intercampus (I),29726,29726,239,Chicago/Greenleaf,45965,2016-08-22 12:46:05.023175
48,Intercampus (I),29732,29732,155,Patten Gym,45975,2016-08-22 12:46:15.659696
48,Intercampus (I),29726,29726,240,Chicago/Main,46006,2016-08-22 12:46:46.405947
48,Intercampus (I),29725,29725,160,Sheridan/Foster,46067,2016-08-22 12:47:47.327031
48,Intercampus (I),29732,29732,282,Central L Station (westbound),46128,2016-08-22 12:48:48.236786
48,Intercampus (I),29725,29725,159,Chicago/Sheridan,46169,2016-08-22 12:49:29.042255
48,Intercampus (I),29732,29732,252,Central/Jackson (westbound),46189,2016-08-22 12:49:49.745845
48,Intercampus (I),29732,29732,253,Ryan Field,46220,2016-08-22 12:50:20.580561
48,Intercampus (I),29913,29730,301,Sheridan/Loyola (northbound),46261,2016-08-22 12:51:01.470069
48,Intercampus (I),29725,29725,308,Chicago/Grove,46362,2016-08-22 12:52:42.589854
48,Intercampus (I),29725,29725,239,Chicago/Greenleaf,46514,2016-08-22 12:55:14.098436
48,Intercampus (I),29726,29726,241,Sheridan/Loyola (southbound),46605,2016-08-22 12:56:45.205799
48,Intercampus (I),29725,29725,240,Chicago/Main,46656,2016-08-22 12:57:36.048798
48,Intercampus (I),29728,29728,242,Ward Building,46707,2016-08-22 12:58:27.001732
48,Intercampus (I),29707,29707,307,Noyes L Station,46848,2016-08-22 13:00:48.478243
48,Intercampus (I),29707,29707,306,Ridge/Civic Center,46949,2016-08-22 13:02:29.644427
48,Intercampus (I),29707,29707,305,Ridge/Reserve Apartments,47000,2016-08-22 13:03:20.499535
48,Intercampus (I),29913,29730,313,Chicago/Kedzie,47041,2016-08-22 13:04:01.330495
48,Intercampus (I),29707,29707,294,Emerson/Maple,47162,2016-08-22 13:06:02.640969
48,Intercampus (I),29707,29707,183,Sherman/Emerson,47243,2016-08-22 13:07:23.707800
48,Intercampus (I),29725,29725,241,Sheridan/Loyola (southbound),47254,2016-08-22 13:07:34.326243
48,Intercampus (I),29707,29707,309,Sherman/Foster,47264,2016-08-22 13:07:44.956794
48,Intercampus (I),29707,29707,316,Sherman/Gaffield,47305,2016-08-22 13:08:25.796875
48,Intercampus (I),29913,29730,314,Chicago/Lee,47356,2016-08-22 13:09:16.665480
48,Intercampus (I),29707,29707,161,Sheridan/Noyes,47377,2016-08-22 13:09:37.359793
48,Intercampus (I),29707,29707,160,Sheridan/Foster,47448,2016-08-22 13:10:48.385962
48,Intercampus (I),29707,29707,159,Chicago/Sheridan,47539,2016-08-22 13:12:19.470431
48,Intercampus (I),29913,29730,157,Chicago/Davis,47620,2016-08-22 13:13:40.494762
48,Intercampus (I),29707,29707,308,Chicago/Grove,47711,2016-08-22 13:15:11.580129
48,Intercampus (I),29913,29730,152,Weber Arch,47752,2016-08-22 13:15:52.446452
48,Intercampus (I),29913,29730,153,Jacobs Center,47803,2016-08-22 13:16:43.295029
48,Intercampus (I),29707,29707,239,Chicago/Greenleaf,47864,2016-08-22 13:17:44.223202
48,Intercampus (I),29913,29730,154,Tech Institute,47864,2016-08-22 13:17:44.803277
48,Intercampus (I),29913,29730,155,Patten Gym,47925,2016-08-22 13:18:45.756165
48,Intercampus (I),29913,29730,282,Central L Station (westbound),48037,2016-08-22 13:20:37.049141
48,Intercampus (I),29913,29730,252,Central/Jackson (westbound),48098,2016-08-22 13:21:38.108629
48,Intercampus (I),29728,29728,301,Sheridan/Loyola (northbound),48118,2016-08-22 13:21:58.869732
48,Intercampus (I),29729,29729,252,Central/Jackson (westbound),48622,2016-08-22 13:30:22.663267
48,Intercampus (I),29707,29707,241,Sheridan/Loyola (southbound),48643,2016-08-22 13:30:43.540072
48,Intercampus (I),29728,29728,313,Chicago/Kedzie,48764,2016-08-22 13:32:44.830690
48,Intercampus (I),29729,29729,307,Noyes L Station,48815,2016-08-22 13:33:35.751491
48,Intercampus (I),29729,29729,306,Ridge/Civic Center,48866,2016-08-22 13:34:26.620747
48,Intercampus (I),29728,29728,314,Chicago/Lee,48927,2016-08-22 13:35:27.529897
48,Intercampus (I),29729,29729,305,Ridge/Reserve Apartments,48938,2016-08-22 13:35:38.206018
48,Intercampus (I),29729,29729,294,Emerson/Maple,49039,2016-08-22 13:37:19.361577
48,Intercampus (I),29729,29729,183,Sherman/Emerson,49120,2016-08-22 13:38:40.419349
48,Intercampus (I),29729,29729,309,Sherman/Foster,49151,2016-08-22 13:39:11.147445
48,Intercampus (I),29728,29728,157,Chicago/Davis,49161,2016-08-22 13:39:21.806752
48,Intercampus (I),29729,29729,316,Sherman/Gaffield,49172,2016-08-22 13:39:32.489557
48,Intercampus (I),29726,29726,242,Ward Building,49213,2016-08-22 13:40:13.282670
48,Intercampus (I),29729,29729,161,Sheridan/Noyes,49254,2016-08-22 13:40:54.189940
48,Intercampus (I),29728,29728,152,Weber Arch,49315,2016-08-22 13:41:55.189049
48,Intercampus (I),29728,29728,153,Jacobs Center,49376,2016-08-22 13:42:56.132791
48,Intercampus (I),29729,29729,160,Sheridan/Foster,49406,2016-08-22 13:43:26.920123
48,Intercampus (I),29728,29728,154,Tech Institute,49457,2016-08-22 13:44:17.795863
48,Intercampus (I),29729,29729,159,Chicago/Sheridan,49468,2016-08-22 13:44:28.447570
48,Intercampus (I),29728,29728,155,Patten Gym,49529,2016-08-22 13:45:29.417426
48,Intercampus (I),29729,29729,308,Chicago/Grove,49580,2016-08-22 13:46:20.333724
48,Intercampus (I),29729,29729,239,Chicago/Greenleaf,49671,2016-08-22 13:47:51.493160
48,Intercampus (I),29728,29728,282,Central L Station (westbound),49742,2016-08-22 13:49:02.551325
48,Intercampus (I),29729,29729,240,Chicago/Main,49783,2016-08-22 13:49:43.420259
48,Intercampus (I),29728,29728,252,Central/Jackson (westbound),49814,2016-08-22 13:50:14.206771
48,Intercampus (I),29707,29707,242,Ward Building,49814,2016-08-22 13:50:14.856782
48,Intercampus (I),29728,29728,253,Ryan Field,49906,2016-08-22 13:51:46.055677
48,Intercampus (I),29913,29730,253,Ryan Field,50067,2016-08-22 13:54:27.589515
48,Intercampus (I),29913,29730,226,Central/Jackson (eastbound),50319,2016-08-22 13:58:39.830089
48,Intercampus (I),29726,29726,301,Sheridan/Loyola (northbound),50350,2016-08-22 13:59:10.692089
48,Intercampus (I),29735,29735,242,Ward Building,50371,2016-08-22 13:59:31.350687
48,Intercampus (I),29913,29730,300,Central L Station (eastbound),50371,2016-08-22 13:59:31.907705
48,Intercampus (I),29729,29729,241,Sheridan/Loyola (southbound),50463,2016-08-22 14:01:03.080213
48,Intercampus (I),29913,29730,307,Noyes L Station,50534,2016-08-22 14:02:14.078013
48,Intercampus (I),29913,29730,306,Ridge/Civic Center,50605,2016-08-22 14:03:25.095459
48,Intercampus (I),29913,29730,305,Ridge/Reserve Apartments,50666,2016-08-22 14:04:26.049074
48,Intercampus (I),29913,29730,294,Emerson/Maple,50757,2016-08-22 14:05:57.193157
48,Intercampus (I),29913,29730,183,Sherman/Emerson,50848,2016-08-22 14:07:28.346574
48,Intercampus (I),29913,29730,309,Sherman/Foster,50869,2016-08-22 14:07:49.013645
48,Intercampus (I),29913,29730,316,Sherman/Gaffield,50899,2016-08-22 14:08:19.764239
48,Intercampus (I),29913,29730,161,Sheridan/Noyes,51061,2016-08-22 14:11:01.437314
48,Intercampus (I),29726,29726,313,Chicago/Kedzie,51122,2016-08-22 14:12:02.470255
48,Intercampus (I),29913,29730,160,Sheridan/Foster,51233,2016-08-22 14:13:53.761096
48,Intercampus (I),29726,29726,314,Chicago/Lee,51324,2016-08-22 14:15:24.863281
48,Intercampus (I),29913,29730,159,Chicago/Sheridan,51355,2016-08-22 14:15:55.670952
48,Intercampus (I),29729,29729,242,Ward Building,51487,2016-08-22 14:18:07.196672
48,Intercampus (I),29913,29730,308,Chicago/Grove,51548,2016-08-22 14:19:08.101187
48,Intercampus (I),29726,29726,157,Chicago/Davis,51589,2016-08-22 14:19:49.001462
48,Intercampus (I),29726,29726,152,Weber Arch,51800,2016-08-22 14:23:20.977362
48,Intercampus (I),29913,29730,239,Chicago/Greenleaf,51831,2016-08-22 14:23:51.724231
48,Intercampus (I),29726,29726,153,Jacobs Center,51842,2016-08-22 14:24:02.462643
48,Intercampus (I),29726,29726,154,Tech Institute,51903,2016-08-22 14:25:03.469535
48,Intercampus (I),29913,29730,240,Chicago/Main,51964,2016-08-22 14:26:04.367819
48,Intercampus (I),29726,29726,155,Patten Gym,51964,2016-08-22 14:26:04.927917
48,Intercampus (I),29726,29726,282,Central L Station (westbound),52076,2016-08-22 14:27:56.266136
48,Intercampus (I),29726,29726,252,Central/Jackson (westbound),52137,2016-08-22 14:28:57.253032
48,Intercampus (I),29726,29726,253,Ryan Field,52208,2016-08-22 14:30:08.233883
48,Intercampus (I),29913,29730,241,Sheridan/Loyola (southbound),52540,2016-08-22 14:35:40.948818
48,Intercampus (I),29728,29728,226,Central/Jackson (eastbound),52843,2016-08-22 14:40:43.512581
48,Intercampus (I),29728,29728,300,Central L Station (eastbound),52884,2016-08-22 14:41:24.377236
48,Intercampus (I),29728,29728,307,Noyes L Station,53035,2016-08-22 14:43:55.912600
48,Intercampus (I),29728,29728,306,Ridge/Civic Center,53076,2016-08-22 14:44:36.715626
48,Intercampus (I),29735,29735,301,Sheridan/Loyola (northbound),53077,2016-08-22 14:44:37.287082
48,Intercampus (I),29728,29728,294,Emerson/Maple,53168,2016-08-22 14:46:08.378849
48,Intercampus (I),29728,29728,183,Sherman/Emerson,53269,2016-08-22 14:47:49.650190
48,Intercampus (I),29728,29728,309,Sherman/Foster,53310,2016-08-22 14:48:30.552863
48,Intercampus (I),29728,29728,316,Sherman/Gaffield,53361,2016-08-22 14:49:21.505667
48,Intercampus (I),29728,29728,161,Sheridan/Noyes,53432,2016-08-22 14:50:32.591520
48,Intercampus (I),29728,29728,160,Sheridan/Foster,53553,2016-08-22 14:52:33.996451
48,Intercampus (I),29735,29735,313,Chicago/Kedzie,53574,2016-08-22 14:52:54.720639
48,Intercampus (I),29728,29728,159,Chicago/Sheridan,53665,2016-08-22 14:54:25.889059
48,Intercampus (I),29735,29735,314,Chicago/Lee,53676,2016-08-22 14:54:36.531906
48,Intercampus (I),29728,29728,308,Chicago/Grove,53787,2016-08-22 14:56:27.804828
48,Intercampus (I),29735,29735,157,Chicago/Davis,53858,2016-08-22 14:57:38.940255
48,Intercampus (I),29728,29728,239,Chicago/Greenleaf,53899,2016-08-22 14:58:19.763957
48,Intercampus (I),29913,29730,242,Ward Building,53980,2016-08-22 14:59:40.894359
48,Intercampus (I),29726,29726,226,Central/Jackson (eastbound),53981,2016-08-22 14:59:41.495817
48,Intercampus (I),29728,29728,240,Chicago/Main,53992,2016-08-22 14:59:52.102390
48,Intercampus (I),29735,29735,152,Weber Arch,54012,2016-08-22 15:00:12.793624
48,Intercampus (I),29726,29726,300,Central L Station (eastbound),54033,2016-08-22 15:00:33.509661
48,Intercampus (I),29735,29735,153,Jacobs Center,54044,2016-08-22 15:00:44.129238
48,Intercampus (I),29735,29735,154,Tech Institute,54105,2016-08-22 15:01:45.099355
48,Intercampus (I),29735,29735,155,Patten Gym,54156,2016-08-22 15:02:36.066349
48,Intercampus (I),29726,29726,307,Noyes L Station,54156,2016-08-22 15:02:36.690647
48,Intercampus (I),29726,29726,306,Ridge/Civic Center,54207,2016-08-22 15:03:27.581143
48,Intercampus (I),29726,29726,305,Ridge/Reserve Apartments,54258,2016-08-22 15:04:18.480525
48,Intercampus (I),29735,29735,282,Central L Station (westbound),54279,2016-08-22 15:04:39.175809
48,Intercampus (I),29729,29729,301,Sheridan/Loyola (northbound),54309,2016-08-22 15:05:09.919668
48,Intercampus (I),29735,29735,252,Central/Jackson (westbound),54330,2016-08-22 15:05:30.696720
48,Intercampus (I),29726,29726,294,Emerson/Maple,54341,2016-08-22 15:05:41.443248
48,Intercampus (I),29735,29735,253,Ryan Field,54422,2016-08-22 15:07:02.522214
48,Intercampus (I),29726,29726,183,Sherman/Emerson,54423,2016-08-22 15:07:03.091857
48,Intercampus (I),29726,29726,309,Sherman/Foster,54453,2016-08-22 15:07:33.897116
48,Intercampus (I),29726,29726,316,Sherman/Gaffield,54504,2016-08-22 15:08:24.768753
48,Intercampus (I),29726,29726,161,Sheridan/Noyes,54575,2016-08-22 15:09:35.763865
48,Intercampus (I),29726,29726,160,Sheridan/Foster,54656,2016-08-22 15:10:56.870003
48,Intercampus (I),29728,29728,241,Sheridan/Loyola (southbound),54768,2016-08-22 15:12:48.167166
48,Intercampus (I),29726,29726,159,Chicago/Sheridan,54768,2016-08-22 15:12:48.743689
48,Intercampus (I),29726,29726,308,Chicago/Grove,54859,2016-08-22 15:14:19.878503
48,Intercampus (I),29729,29729,313,Chicago/Kedzie,54920,2016-08-22 15:15:20.846129
48,Intercampus (I),29729,29729,314,Chicago/Lee,54961,2016-08-22 15:16:01.649504
48,Intercampus (I),29726,29726,239,Chicago/Greenleaf,54982,2016-08-22 15:16:22.335777
48,Intercampus (I),29726,29726,240,Chicago/Main,55093,2016-08-22 15:18:13.679460
48,Intercampus (I),29729,29729,157,Chicago/Davis,55174,2016-08-22 15:19:34.748896
48,Intercampus (I),29729,29729,152,Weber Arch,55306,2016-08-22 15:21:46.176141
48,Intercampus (I),29729,29729,153,Jacobs Center,55337,2016-08-22 15:22:17.052955
48,Intercampus (I),29729,29729,154,Tech Institute,55408,2016-08-22 15:23:28.077883
48,Intercampus (I),29735,29735,226,Central/Jackson (eastbound),55408,2016-08-22 15:23:28.644105
48,Intercampus (I),29729,29729,155,Patten Gym,55459,2016-08-22 15:24:19.621881
48,Intercampus (I),29735,29735,300,Central L Station (eastbound),55470,2016-08-22 15:24:30.291295
48,Intercampus (I),29729,29729,282,Central L Station (westbound),55591,2016-08-22 15:26:31.794747
48,Intercampus (I),29735,29735,307,Noyes L Station,55602,2016-08-22 15:26:42.486603
48,Intercampus (I),29735,29735,306,Ridge/Civic Center,55673,2016-08-22 15:27:53.535179
48,Intercampus (I),29729,29729,252,Central/Jackson (westbound),55684,2016-08-22 15:28:04.174997
48,Intercampus (I),29729,29729,253,Ryan Field,55725,2016-08-22 15:28:45.183282
48,Intercampus (I),29735,29735,294,Emerson/Maple,55765,2016-08-22 15:29:25.997355
48,Intercampus (I),29735,29735,183,Sherman/Emerson,55887,2016-08-22 15:31:27.404987
48,Intercampus (I),29735,29735,309,Sherman/Foster,55908,2016-08-22 15:31:48.253039
48,Intercampus (I),29735,29735,316,Sherman/Gaffield,55939,2016-08-22 15:32:19.012606
48,Intercampus (I),29735,29735,161,Sheridan/Noyes,56000,2016-08-22 15:33:20.002508
48,Intercampus (I),29726,29726,241,Sheridan/Loyola (southbound),56020,2016-08-22 15:33:40.709744
48,Intercampus (I),29728,29728,242,Ward Building,56101,2016-08-22 15:35:01.891784
48,Intercampus (I),29735,29735,160,Sheridan/Foster,56122,2016-08-22 15:35:22.615575
48,Intercampus (I),29735,29735,159,Chicago/Sheridan,56193,2016-08-22 15:36:33.822013
48,Intercampus (I),29735,29735,308,Chicago/Grove,56335,2016-08-22 15:38:55.347858
48,Intercampus (I),29735,29735,239,Chicago/Greenleaf,56416,2016-08-22 15:40:16.471057
48,Intercampus (I),29735,29735,240,Chicago/Main,56527,2016-08-22 15:42:07.805072
48,Intercampus (I),29729,29729,226,Central/Jackson (eastbound),57011,2016-08-22 15:50:11.591521
48,Intercampus (I),29729,29729,300,Central L Station (eastbound),57062,2016-08-22 15:51:02.636787
48,Intercampus (I),29735,29735,241,Sheridan/Loyola (southbound),57254,2016-08-22 15:54:14.656632
48,Intercampus (I),29728,29728,301,Sheridan/Loyola (northbound),57275,2016-08-22 15:54:35.384435
48,Intercampus (I),29729,29729,307,Noyes L Station,57286,2016-08-22 15:54:46.022934
48,Intercampus (I),29729,29729,306,Ridge/Civic Center,57336,2016-08-22 15:55:36.969432
48,Intercampus (I),29729,29729,294,Emerson/Maple,57448,2016-08-22 15:57:28.257719
48,Intercampus (I),29729,29729,183,Sherman/Emerson,57509,2016-08-22 15:58:29.274165
48,Intercampus (I),29726,29726,242,Ward Building,57550,2016-08-22 15:59:10.162244
48,Intercampus (I),29729,29729,309,Sherman/Foster,57560,2016-08-22 15:59:20.915387
48,Intercampus (I),29729,29729,316,Sherman/Gaffield,57581,2016-08-22 15:59:41.599172
48,Intercampus (I),29729,29729,161,Sheridan/Noyes,57662,2016-08-22 16:01:02.754857
48,Intercampus (I),29725,29725,253,Ryan Field,57663,2016-08-22 16:01:03.401744
48,Intercampus (I),29729,29729,160,Sheridan/Foster,57764,2016-08-22 16:02:44.639353
48,Intercampus (I),29728,29728,313,Chicago/Kedzie,57775,2016-08-22 16:02:55.373504
48,Intercampus (I),29725,29725,226,Central/Jackson (eastbound),57796,2016-08-22 16:03:16.104157
48,Intercampus (I),29728,29728,314,Chicago/Lee,57826,2016-08-22 16:03:46.845028
48,Intercampus (I),29725,29725,300,Central L Station (eastbound),57847,2016-08-22 16:04:07.547763
48,Intercampus (I),29729,29729,159,Chicago/Sheridan,57948,2016-08-22 16:05:48.782407
48,Intercampus (I),29725,29725,307,Noyes L Station,57979,2016-08-22 16:06:19.528564
48,Intercampus (I),29729,29729,308,Chicago/Grove,58030,2016-08-22 16:07:10.491056
48,Intercampus (I),29728,29728,157,Chicago/Davis,58051,2016-08-22 16:07:31.188795
48,Intercampus (I),29725,29725,306,Ridge/Civic Center,58051,2016-08-22 16:07:31.777924
48,Intercampus (I),29725,29725,294,Emerson/Maple,58193,2016-08-22 16:09:53.277209
48,Intercampus (I),29729,29729,239,Chicago/Greenleaf,58203,2016-08-22 16:10:03.991687
48,Intercampus (I),29728,29728,152,Weber Arch,58224,2016-08-22 16:10:24.792709
48,Intercampus (I),29728,29728,153,Jacobs Center,58265,2016-08-22 16:11:05.641237
48,Intercampus (I),29728,29728,154,Tech Institute,58306,2016-08-22 16:11:46.441906
48,Intercampus (I),29729,29729,240,Chicago/Main,58337,2016-08-22 16:12:17.228228
48,Intercampus (I),29728,29728,155,Patten Gym,58368,2016-08-22 16:12:48.000676
48,Intercampus (I),29725,29725,183,Sherman/Emerson,58408,2016-08-22 16:13:28.879617
48,Intercampus (I),29725,29725,309,Sherman/Foster,58459,2016-08-22 16:14:19.825094
48,Intercampus (I),29725,29725,316,Sherman/Gaffield,58530,2016-08-22 16:15:30.827848
48,Intercampus (I),29728,29728,282,Central L Station (westbound),58571,2016-08-22 16:16:11.708861
48,Intercampus (I),29725,29725,161,Sheridan/Noyes,58622,2016-08-22 16:17:02.588983
48,Intercampus (I),29728,29728,252,Central/Jackson (westbound),58633,2016-08-22 16:17:13.395478
48,Intercampus (I),29728,29728,253,Ryan Field,58704,2016-08-22 16:18:24.556765
48,Intercampus (I),29725,29725,160,Sheridan/Foster,58825,2016-08-22 16:20:25.968332
48,Intercampus (I),29735,29735,242,Ward Building,58917,2016-08-22 16:21:57.115320
48,Intercampus (I),29725,29725,159,Chicago/Sheridan,58958,2016-08-22 16:22:38.025988
48,Intercampus (I),29725,29725,308,Chicago/Grove,59089,2016-08-22 16:24:49.652995
48,Intercampus (I),29729,29729,241,Sheridan/Loyola (southbound),59150,2016-08-22 16:25:50.587831
48,Intercampus (I),29726,29726,301,Sheridan/Loyola (northbound),59201,2016-08-22 16:26:41.455553
48,Intercampus (I),29725,29725,239,Chicago/Greenleaf,59212,2016-08-22 16:26:52.190414
48,Intercampus (I),29725,29725,240,Chicago/Main,59424,2016-08-22 16:30:24.154427
48,Intercampus (I),29731,29731,242,Ward Building,59847,2016-08-22 16:37:27.347086
48,Intercampus (I),29728,29728,226,Central/Jackson (eastbound),59928,2016-08-22 16:38:48.419468
48,Intercampus (I),29726,29726,313,Chicago/Kedzie,60093,2016-08-22 16:41:33.016232
48,Intercampus (I),29725,29725,241,Sheridan/Loyola (southbound),60113,2016-08-22 16:41:53.694750
48,Intercampus (I),29728,29728,307,Noyes L Station,60124,2016-08-22 16:42:04.392574
48,Intercampus (I),29726,29726,314,Chicago/Lee,60175,2016-08-22 16:42:55.272997
48,Intercampus (I),29728,29728,306,Ridge/Civic Center,60236,2016-08-22 16:43:56.267200
48,Intercampus (I),29728,29728,294,Emerson/Maple,60327,2016-08-22 16:45:27.399173
48,Intercampus (I),29726,29726,157,Chicago/Davis,60418,2016-08-22 16:46:58.632327
48,Intercampus (I),29735,29735,301,Sheridan/Loyola (northbound),60469,2016-08-22 16:47:49.613252
48,Intercampus (I),29728,29728,309,Sherman/Foster,60500,2016-08-22 16:48:20.429040
48,Intercampus (I),29728,29728,316,Sherman/Gaffield,60561,2016-08-22 16:49:21.356114
48,Intercampus (I),29728,29728,161,Sheridan/Noyes,60612,2016-08-22 16:50:12.272310
48,Intercampus (I),29726,29726,152,Weber Arch,60632,2016-08-22 16:50:32.972339
48,Intercampus (I),29726,29726,153,Jacobs Center,60683,2016-08-22 16:51:23.833656
48,Intercampus (I),29726,29726,154,Tech Institute,60744,2016-08-22 16:52:24.981112
48,Intercampus (I),29726,29726,155,Patten Gym,60826,2016-08-22 16:53:46.143904
48,Intercampus (I),29728,29728,160,Sheridan/Foster,60836,2016-08-22 16:53:56.844745
48,Intercampus (I),29726,29726,282,Central L Station (westbound),60978,2016-08-22 16:56:18.223168
48,Intercampus (I),29726,29726,252,Central/Jackson (westbound),61059,2016-08-22 16:57:39.358389
48,Intercampus (I),29728,29728,159,Chicago/Sheridan,61080,2016-08-22 16:58:00.101888
48,Intercampus (I),29735,29735,313,Chicago/Kedzie,61080,2016-08-22 16:58:00.757429
48,Intercampus (I),29728,29728,308,Chicago/Grove,61161,2016-08-22 16:59:21.906600
48,Intercampus (I),29735,29735,314,Chicago/Lee,61172,2016-08-22 16:59:32.572266
48,Intercampus (I),29726,29726,253,Ryan Field,61193,2016-08-22 16:59:53.277012
48,Intercampus (I),29728,29728,239,Chicago/Greenleaf,61274,2016-08-22 17:01:14.461317
48,Intercampus (I),29735,29735,157,Chicago/Davis,61385,2016-08-22 17:03:05.939397
48,Intercampus (I),29728,29728,240,Chicago/Main,61436,2016-08-22 17:03:56.873005
48,Intercampus (I),29735,29735,152,Weber Arch,61518,2016-08-22 17:05:18.152802
48,Intercampus (I),29735,29735,153,Jacobs Center,61569,2016-08-22 17:06:09.018635
48,Intercampus (I),29735,29735,154,Tech Institute,61650,2016-08-22 17:07:30.215948
48,Intercampus (I),29725,29725,242,Ward Building,61691,2016-08-22 17:08:11.071826
48,Intercampus (I),29735,29735,155,Patten Gym,61701,2016-08-22 17:08:21.864105
48,Intercampus (I),29735,29735,282,Central L Station (westbound),61873,2016-08-22 17:11:13.466012
48,Intercampus (I),29735,29735,252,Central/Jackson (westbound),61974,2016-08-22 17:12:54.681355
48,Intercampus (I),29735,29735,253,Ryan Field,62065,2016-08-22 17:14:25.910607
48,Intercampus (I),29731,29731,301,Sheridan/Loyola (northbound),62126,2016-08-22 17:15:26.903009
48,Intercampus (I),29728,29728,241,Sheridan/Loyola (southbound),62197,2016-08-22 17:16:37.915441
48,Intercampus (I),29726,29726,226,Central/Jackson (eastbound),62268,2016-08-22 17:17:48.994008
48,Intercampus (I),29726,29726,300,Central L Station (eastbound),62309,2016-08-22 17:18:29.837976
48,Intercampus (I),29726,29726,307,Noyes L Station,62481,2016-08-22 17:21:21.460025
48,Intercampus (I),29726,29726,306,Ridge/Civic Center,62552,2016-08-22 17:22:32.473256
48,Intercampus (I),29726,29726,294,Emerson/Maple,62663,2016-08-22 17:24:23.756847
48,Intercampus (I),29735,29735,226,Central/Jackson (eastbound),62694,2016-08-22 17:24:54.673866
48,Intercampus (I),29726,29726,183,Sherman/Emerson,62725,2016-08-22 17:25:25.441126
48,Intercampus (I),29735,29735,300,Central L Station (eastbound),62736,2016-08-22 17:25:36.152214
48,Intercampus (I),29726,29726,309,Sherman/Foster,62756,2016-08-22 17:25:56.854292
